Institute Name,Program Name,2024-25 Seat Capacity,2024-25 Female Supernumerary,12-25-23,2025-26 Seat Capacity,2025-26 Female Supernumerary,12-26-24,Difference
Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning) Other than MADHYA PRADESH",21,5,26,21,5,26,0
"Mizoram University, Aizawl","Architecture (5 Years, Bachelor of Architecture)",0,0,0,11,0,11,11
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",0,0,0,17,0,17,17
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",0,0,0,17,0,17,17
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",0,0,0,17,0,17,17
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,17,0,17,17
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",0,0,0,17,0,17,17
Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology) Other than UTTAR PRADESH",29,1,30,29,1,30,0
Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology) UTTAR PRADESH",28,2,30,28,2,30,0
Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology) Other than UTTAR PRADESH",28,2,30,28,2,30,0
Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology) UTTAR PRADESH",29,1,30,29,1,30,0
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology) Other than UTTAR PRADESH",58,3,61,58,3,61,0
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology) UTTAR PRADESH",57,3,60,57,3,60,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology) Other than UTTAR PRADESH",154,8,162,154,8,162,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology) UTTAR PRADESH",154,9,163,154,9,163,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology) Other than UTTAR PRADESH",49,3,52,49,3,52,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology) UTTAR PRADESH",48,3,51,48,3,51,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than UTTAR PRADESH",86,5,91,86,5,91,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology) UTTAR PRADESH",87,4,91,87,4,91,0
Motilal Nehru National Institute of Technology Allahabad,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology) Other than UTTAR PRADESH",15,0,15,15,0,15,0
Motilal Nehru National Institute of Technology Allahabad,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology) UTTAR PRADESH",15,0,15,15,0,15,0
Motilal Nehru National Institute of Technology Allahabad,"Materials Engineering (4 Years, Bachelor of Technology) Other than UTTAR PRADESH",15,0,15,15,0,15,0
Motilal Nehru National Institute of Technology Allahabad,"Materials Engineering (4 Years, Bachelor of Technology) UTTAR PRADESH",15,0,15,15,0,15,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology) Other than UTTAR PRADESH",77,4,81,77,4,81,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology) UTTAR PRADESH",77,5,82,77,5,82,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology) Other than UTTAR PRADESH",28,2,30,28,2,30,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology) UTTAR PRADESH",29,1,30,29,1,30,0
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Agricultural Engineering (4 Years, Bachelor of Technology)",0,0,0,2,0,2,2
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",0,0,0,2,0,2,2
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,6,0,6,6
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Electrical Engineering (4 Years, Bachelor of Technology)",0,0,0,2,0,2,2
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,2,0,2,2
"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)",0,0,0,2,0,2,2
"North-Eastern Hill University, Shillong","Biomedical Engineering (4 Years, Bachelor of Technology)",0,0,0,20,0,20,20
"North-Eastern Hill University, Shillong","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,20,0,20,20
"North-Eastern Hill University, Shillong","Energy Engineering (4 Years, Bachelor of Technology)",0,0,0,20,0,20,20
"North-Eastern Hill University, Shillong","Information Technology (4 Years, Bachelor of Technology)",0,0,0,20,0,20,20
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,275,0,275,275
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,137,0,137,137
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Mechanical Engineering (4 Years, Bachelor of Technology)",0,0,0,69,0,69,69
"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur","Smart Manufacturing (4 Years, Bachelor of Technology)",0,0,0,69,0,69,69
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology)",0,0,0,6,0,6,6
"Puducherry Technological University, Puducherry","Chemical Engineering (4 Years, Bachelor of Technology)",0,0,0,0,0,0,0
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",0,0,0,51,0,51,51
"Puducherry Technological University, Puducherry","Civil Engineering (4 Years, Bachelor of Technology)",0,0,0,15,0,15,15
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,51,0,51,51
"Puducherry Technological University, Puducherry","Computer Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,15,0,15,15
"Puducherry Technological University, Puducherry","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",0,0,0,6,0,6,6
"Puducherry Technological University, Puducherry","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",0,0,0,0,0,0,0
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,51,0,51,51
"Puducherry Technological University, Puducherry","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,15,0,15,15
"Puducherry Technological University, Puducherry","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",0,0,0,6,0,6,6
"Puducherry Technological University, Puducherry","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",0,0,0,0,0,0,0
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology)",0,0,0,6,0,6,6
"Puducherry Technological University, Puducherry","Information Technology (4 Years, Bachelor of Technology)",0,0,0,0,0,0,0
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology)",0,0,0,51,0,51,51
"Puducherry Technological University, Puducherry","Mechanical Engineering (4 Years, Bachelor of Technology)",0,0,0,15,0,15,15
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)",0,0,0,22,0,22,22
"Puducherry Technological University, Puducherry","Mechatronics Engineering (4 Years, Bachelor of Technology)",0,0,0,7,0,7,7
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",0,0,0,12,0,12,12
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",0,0,0,13,0,13,13
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",0,0,0,54,0,54,54
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",0,0,0,56,0,56,56
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))",0,0,0,12,0,12,12
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))",0,0,0,13,0,13,13
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",0,0,0,26,0,26,26
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",0,0,0,28,0,28,28
"Punjab Engineering College, Chandigarh","Computer Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,54,0,54,54
"Punjab Engineering College, Chandigarh","Computer Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,56,0,56,56
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology)",0,0,0,54,0,54,54
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology)",0,0,0,56,0,56,56
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",0,0,0,13,0,13,13
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",0,0,0,14,0,14,14
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,54,0,54,54
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,56,0,56,56
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology)",0,0,0,13,0,13,13
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology)",0,0,0,14,0,14,14
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",0,0,0,54,0,54,54
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",0,0,0,56,0,56,56
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",0,0,0,27,0,27,27
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",0,0,0,28,0,28,28
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",0,0,0,18,0,18,18
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",0,0,0,19,0,19,19
"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)","Aerospace Engineering (4 Years, Bachelor of Technology)",0,0,0,60,0,60,60
"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)","Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)",0,0,0,60,0,60,60
Sant Longowal Institute of Engineering and Technology,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",0,0,0,38,0,38,38
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",0,0,0,47,0,47,47
Sant Longowal Institute of Engineering and Technology,"Chemistry (5 Years, Integrated Master of Science)",0,0,0,10,0,10,10
Sant Longowal Institute of Engineering and Technology,"Civil Engineering (4 Years, Bachelor of Technology)",0,0,0,38,0,38,38
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,95,0,95,95
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",0,0,0,30,0,30,30
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",0,0,0,47,0,47,47
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",0,0,0,30,0,30,30
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,47,0,47,47
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",0,0,0,47,0,47,47
Sant Longowal Institute of Engineering and Technology,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",0,0,0,47,0,47,47
Sant Longowal Institute of Engineering and Technology,"Mathematics (5 Years, Integrated Master of Science)",0,0,0,10,0,10,10
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",0,0,0,99,0,99,99
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",0,0,0,30,0,30,30
Sant Longowal Institute of Engineering and Technology,"Physics (5 Years, Integrated Master of Science)",0,0,0,10,0,10,10
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (4 Years, Bachelor of Technology) GUJARAT",0,0,0,60,0,60,60
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (4 Years, Bachelor of Technology) Other than GUJARAT",0,0,0,60,0,60,60
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.) GUJARAT",0,0,0,30,0,30,30
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.) Other than GUJARAT",0,0,0,30,0,30,30
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology) GUJARAT",0,0,0,65,0,65,65
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology) Other than GUJARAT",0,0,0,65,0,65,65
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science) GUJARAT",0,0,0,25,0,25,25
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science) Other than GUJARAT",0,0,0,25,0,25,25
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology) GUJARAT",0,0,0,65,0,65,65
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology) Other than GUJARAT",0,0,0,65,0,65,65
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology) GUJARAT",0,0,0,65,0,65,65
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than GUJARAT",0,0,0,65,0,65,65
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology) GUJARAT",0,0,0,65,0,65,65
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology) Other than GUJARAT",0,0,0,65,0,65,65
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology) GUJARAT",0,0,0,70,0,70,70
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than GUJARAT",0,0,0,70,0,70,70
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology) GUJARAT",0,0,0,30,0,30,30
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology) Other than GUJARAT",0,0,0,30,0,30,30
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology) GUJARAT",0,0,0,15,0,15,15
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology) Other than GUJARAT",0,0,0,15,0,15,15
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology) GUJARAT",0,0,0,15,0,15,15
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology) Other than GUJARAT",0,0,0,15,0,15,15
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science) GUJARAT",0,0,0,25,0,25,25
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science) Other than GUJARAT",0,0,0,25,0,25,25
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics and Computing (4 Years, Bachelor of Technology) GUJARAT",0,0,0,15,0,15,15
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics and Computing (4 Years, Bachelor of Technology) Other than GUJARAT",0,0,0,15,0,15,15
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology) GUJARAT",0,0,0,130,0,130,130
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology) Other than GUJARAT",0,0,0,130,0,130,130
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science) GUJARAT",0,0,0,25,0,25,25
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science) Other than GUJARAT",0,0,0,25,0,25,25
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Civil Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",0,0,0,5,0,5,5
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Computer Science and Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",0,0,0,5,0,5,5
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Elctrical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",0,0,0,5,0,5,5
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Electronics and Communication Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",0,0,0,5,0,5,5
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Food Engineering and Technology) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",0,0,0,5,0,5,5
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Mechanical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",0,0,0,5,0,5,5
"School of Engineering, Tezpur University, Napaam, Tezpur","Bachelor of Design (4 Years, Bachelor of Design)",0,0,0,2,0,2,2
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",0,0,0,25,0,25,25
"School of Engineering, Tezpur University, Napaam, Tezpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,25,0,25,25
"School of Engineering, Tezpur University, Napaam, Tezpur","Electrical Engineering (4 Years, Bachelor of Technology)",0,0,0,13,0,13,13
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,25,0,25,25
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering and Technology (4 Years, Bachelor of Technology)",0,0,0,20,0,20,20
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",0,0,0,25,0,25,25
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",0,0,0,94,0,94,94
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",0,0,0,38,0,38,38
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",0,0,0,132,0,132,132
"School of Planning & Architecture, New Delhi","Planning (4 Years, Bachelor of Planning)",0,0,0,43,0,43,43
School of Planning & Architecture: Vijayawada,"Architecture (5 Years, Bachelor of Architecture)",0,0,0,94,0,94,94
School of Planning & Architecture: Vijayawada,"Planning (4 Years, Bachelor of Planning)",0,0,0,38,0,38,38
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Animation and VFX (4 Years, Bachelor of Technology)",0,0,0,60,0,60,60
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",0,0,0,60,0,60,60
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Chemical Engineering (4 Years, Bachelor of Technology)",0,0,0,60,0,60,60
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Civil Engineering (4 Years, Bachelor of Technology)",0,0,0,60,0,60,60
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Computer Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,90,0,90,90
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electrical Engineering (4 Years, Bachelor of Technology)",0,0,0,60,0,60,60
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,90,0,90,90
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Industrial and Production Engineering (4 Years, Bachelor of Technology)",0,0,0,60,0,60,60
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Information Technology (4 Years, Bachelor of Technology)",0,0,0,90,0,90,90
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Mechanical Engineering (4 Years, Bachelor of Technology)",0,0,0,60,0,60,60
Shri G. S. Institute of Technology and Science Indore,"Biomedical Engineering (4 Years, Bachelor of Technology)",0,0,0,3,0,3,3
Shri G. S. Institute of Technology and Science Indore,"Civil Engineering (4 Years, Bachelor of Technology)",0,0,0,4,0,4,4
Shri G. S. Institute of Technology and Science Indore,"Computer Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,6,0,6,6
Shri G. S. Institute of Technology and Science Indore,"Electrical Engineering (4 Years, Bachelor of Technology)",0,0,0,5,0,5,5
Shri G. S. Institute of Technology and Science Indore,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",0,0,0,5,0,5,5
Shri G. S. Institute of Technology and Science Indore,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",0,0,0,5,0,5,5
Shri G. S. Institute of Technology and Science Indore,"Industrial and Production Engineering (4 Years, Bachelor of Technology)",0,0,0,4,0,4,4
Shri G. S. Institute of Technology and Science Indore,"Information Technology (4 Years, Bachelor of Technology)",0,0,0,6,0,6,6
Shri G. S. Institute of Technology and Science Indore,"Mechanical Engineering (4 Years, Bachelor of Technology)",0,0,0,5,0,5,5
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Architecture (5 Years, Bachelor of Architecture)",0,0,0,10,0,10,10
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",0,0,0,30,0,30,30
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Bio Technology (4 Years, Bachelor of Technology)",0,0,0,10,0,10,10
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Civil Engineering (4 Years, Bachelor of Technology)",0,0,0,30,0,30,30
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Computer Science and Engineering (4 Years, Bachelor of Technology)",0,0,0,90,0,90,90
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electrical Engineering (4 Years, Bachelor of Technology)",0,0,0,30,0,30,30
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",0,0,0,90,0,90,90
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Mechanical Engineering (4 Years, Bachelor of Technology)",0,0,0,15,0,15,15
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Robotics and AI (4 Years, Bachelor of Technology)",0,0,0,30,0,30,30
University of Hyderabad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",0,0,0,50,0,50,50
University of Hyderabad,"Materials Engineering (5 Years, Integrated Master of Technology)",0,0,0,60,0,60,60
"Visvesvaraya National Institute of Technology, Nagpur","Architecture (5 Years, Bachelor of Architecture) MAHARASHTRA",0,0,0,39,0,39,39
"Visvesvaraya National Institute of Technology, Nagpur","Architecture (5 Years, Bachelor of Architecture) Other than MAHARASHTRA",0,0,0,39,0,39,39
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology) MAHARASHTRA",0,0,0,58,0,58,58
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology) Other than MAHARASHTRA",0,0,0,57,0,57,57
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology) MAHARASHTRA",0,0,0,58,0,58,58
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology) Other than MAHARASHTRA",0,0,0,57,0,57,57
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology) MAHARASHTRA",0,0,0,57,0,57,57
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology) Other than MAHARASHTRA",0,0,0,58,0,58,58
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) MAHARASHTRA",0,0,0,57,0,57,57
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology) Other than MAHARASHTRA",0,0,0,58,0,58,58
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) MAHARASHTRA",0,0,0,57,0,57,57
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology) Other than MAHARASHTRA",0,0,0,58,0,58,58
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology) MAHARASHTRA",0,0,0,57,0,57,57
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology) Other than MAHARASHTRA",0,0,0,58,0,58,58
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) MAHARASHTRA",0,0,0,58,0,58,58
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology) Other than MAHARASHTRA",0,0,0,57,0,57,57
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology) MAHARASHTRA",0,0,0,25,0,25,25
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering (4 Years, Bachelor of Technology) Other than MAHARASHTRA",0,0,0,25,0,25,25

